"CATEGORY","RAWTEXT"
"4","Twohy 's a good yarn-spinner , and ultimately the story compels ."
"3","` Tobey Maguire is a poster boy for the geek generation . '"
"4","... a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame ."
"4","Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ..."
"5","Road to Perdition does display greatness , and it 's worth seeing ."
"2","But it also comes with the laziness and arrogance of a thing that already knows it 's won ."
"4","A marvelous performance by Allison Lohman as an identity-seeking foster child ."
"5","Arliss Howard 's ambitious , moving , and adventurous directorial debut , Big Bad Love , meets so many of the challenges it poses for itself that one can forgive the film its flaws ."
"3","Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps ."
"4","What a dumb , fun , curiously adolescent movie this is ."
"4","The charms of the lead performances allow us to forget most of the film 's problems ."
"4","A vivid , sometimes surreal , glimpse into the mysteries of human behavior ."
"4","A tour de force of modern cinema ."
"5","Peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience ."
"5","The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy ."
"5","Without resorting to camp or parody , Haynes ( like Sirk , but differently ) has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange ."
"5","The performances are an absolute joy ."
"4","A quasi-documentary by French filmmaker Karim Dridi that celebrates the hardy spirit of Cuban music ."
"4","Grant carries the day with impeccable comic timing , raffish charm and piercing intellect ."
"4","A sensitive and astute first feature by Anne-Sophie Birot ."
"4","Both exuberantly romantic and serenely melancholy , What Time Is It There ?"
"5","may prove to be ( Tsai 's ) masterpiece ."
"5","Mazel tov to a film about a family 's joyous life acting on the Yiddish stage ."
"5","Standing in the Shadows of Motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow ."
"4","It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless ."
"3","Provides a porthole into that noble , trembling incoherence that defines us all ."
"2","Simplistic , silly and tedious ."
"3","It 's so laddish and juvenile , only teenage boys could possibly find it funny ."
"2","Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable ."
"3","( Garbus ) discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation ."
"2","A visually flashy but narratively opaque and emotionally vapid exercise in style and mystification ."
"2","The story is also as unoriginal as they come , already having been recycled more times than I 'd care to count ."
"1","About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time ."
"2","Not so much farcical as sour ."
"2","Unfortunately the story and the actors are served with a hack script ."
"2","All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject ."
"1","A sentimental mess that never rings true ."
"2","While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary ."
"3","Interesting , but not compelling ."
"1","On a cutting room floor somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire ."
"2","While the ensemble player who gained notice in Guy Ritchie 's Lock , Stock and Two Smoking Barrels and Snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle ."
"2","There is a difference between movies with the courage to go over the top and movies that do n't care about being stupid"
"2","Nothing here seems as funny as it did in Analyze This , not even Joe Viterelli as De Niro 's right-hand goombah ."
"5","Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball . ''"
"1","Enough said , except : Film overboard !"
"2","Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha ."
"2","This 100-minute movie only has about 25 minutes of decent material ."
"3","The execution is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl ."
"2","On its own , it 's not very interesting ."
"1","As a remake , it 's a pale imitation ."
"1","It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action ."
"3","A farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films ."
"1","As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma ."
"3","The party scenes deliver some tawdry kicks ."
"1","The rest of the film ... is dudsville ."
"1","Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . '"
"2","The criticism never rises above easy , cynical potshots at morally bankrupt characters ..."
"2","The movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story ."
